PDB_ID,Method,Resolution
6NYP,X-RAY DIFFRACTION,2.7
6NYS,X-RAY DIFFRACTION,3.1
6NYX,X-RAY DIFFRACTION,1.85
6NZ7,X-RAY DIFFRACTION,2.95
6O3G,X-RAY DIFFRACTION,3.645
6O3H,ELECTRON MICROSCOPY,N/A
6O3J,X-RAY DIFFRACTION,3.416
6O3L,X-RAY DIFFRACTION,1.98
6O42,X-RAY DIFFRACTION,2.6
6O48,X-RAY DIFFRACTION,1.46
6O57,X-RAY DIFFRACTION,1.71
6O5A,X-RAY DIFFRACTION,1.67
6O5X,X-RAY DIFFRACTION,1.7
6O9E,X-RAY DIFFRACTION,2.4
6OAR,X-RAY DIFFRACTION,2.06
6OAT,X-RAY DIFFRACTION,3.15
6OBH,X-RAY DIFFRACTION,2.96
6OC3,X-RAY DIFFRACTION,2.85
6OCB,X-RAY DIFFRACTION,2.1
6OD7,ELECTRON MICROSCOPY,N/A
6ODF,ELECTRON MICROSCOPY,N/A
6ODM,ELECTRON MICROSCOPY,N/A
6OE3,X-RAY DIFFRACTION,2.9
6OE4,X-RAY DIFFRACTION,3.3
6OE5,X-RAY DIFFRACTION,4.1
6OEJ,X-RAY DIFFRACTION,3.45
6OFI,X-RAY DIFFRACTION,3.85
6OHY,ELECTRON MICROSCOPY,N/A
6OKB,ELECTRON MICROSCOPY,N/A
6OKP,ELECTRON MICROSCOPY,N/A
6OLP,ELECTRON MICROSCOPY,N/A
6OMA,ELECTRON MICROSCOPY,N/A
6OMC,ELECTRON MICROSCOPY,N/A
6OMT,X-RAY DIFFRACTION,2.05
6ON0,X-RAY DIFFRACTION,1.6
6ONA,X-RAY DIFFRACTION,1.95
6ONE,X-RAY DIFFRACTION,2.2
6ONF,X-RAY DIFFRACTION,1.84
6ONH,X-RAY DIFFRACTION,2.24
6ONV,X-RAY DIFFRACTION,3.25
6OOO,X-RAY DIFFRACTION,2.4
6OOS,X-RAY DIFFRACTION,1.9
6OOT,X-RAY DIFFRACTION,1.82
6OOU,X-RAY DIFFRACTION,2.1
6OPA,X-RAY DIFFRACTION,4.08
6OPN,ELECTRON MICROSCOPY,N/A
6OPO,ELECTRON MICROSCOPY,N/A
6OPP,ELECTRON MICROSCOPY,N/A
6OPQ,ELECTRON MICROSCOPY,N/A
6OPS,X-RAY DIFFRACTION,2.08
6OPT,X-RAY DIFFRACTION,1.96
6OPU,X-RAY DIFFRACTION,1.94
6OPV,X-RAY DIFFRACTION,1.91
6OPW,X-RAY DIFFRACTION,2.1
6OPX,X-RAY DIFFRACTION,2.03
6OPY,X-RAY DIFFRACTION,2.13
6OPZ,X-RAY DIFFRACTION,2.2
6OR7,X-RAY DIFFRACTION,2.53
6ORN,ELECTRON MICROSCOPY,N/A
6ORO,ELECTRON MICROSCOPY,N/A
6ORP,ELECTRON MICROSCOPY,N/A
6ORQ,ELECTRON MICROSCOPY,N/A
6OSR,X-RAY DIFFRACTION,2.55
6OSY,ELECTRON MICROSCOPY,N/A
6OT1,ELECTRON MICROSCOPY,N/A
6OTC,X-RAY DIFFRACTION,1.7
6OTF,ELECTRON MICROSCOPY,N/A
6OTG,X-RAY DIFFRACTION,1.5
6OTZ,X-RAY DIFFRACTION,2.857
6OU9,ELECTRON MICROSCOPY,N/A
6OUC,ELECTRON MICROSCOPY,N/A
6OUG,X-RAY DIFFRACTION,3.0
6OUN,X-RAY DIFFRACTION,2.656
6OUS,X-RAY DIFFRACTION,3.4
6OUT,ELECTRON MICROSCOPY,N/A
6OUU,ELECTRON MICROSCOPY,N/A
6OWT,ELECTRON MICROSCOPY,N/A
6OX7,X-RAY DIFFRACTION,2.75
6OXO,X-RAY DIFFRACTION,2.0
6OXP,X-RAY DIFFRACTION,1.97
6OXQ,X-RAY DIFFRACTION,1.89
6OXR,X-RAY DIFFRACTION,2.03
6OXS,X-RAY DIFFRACTION,1.989
6OXT,X-RAY DIFFRACTION,1.86
6OXU,X-RAY DIFFRACTION,1.86
6OXV,X-RAY DIFFRACTION,1.99
6OXW,X-RAY DIFFRACTION,1.98
6OXX,X-RAY DIFFRACTION,1.96
6OXY,X-RAY DIFFRACTION,1.96
6OXZ,X-RAY DIFFRACTION,1.96
6OY0,X-RAY DIFFRACTION,2.0
6OY1,X-RAY DIFFRACTION,2.0
6OY2,X-RAY DIFFRACTION,1.99
6OZ2,X-RAY DIFFRACTION,2.55
6OZ3,X-RAY DIFFRACTION,3.15
6OZ4,X-RAY DIFFRACTION,4.05
6OZ9,X-RAY DIFFRACTION,3.462
6OZC,ELECTRON MICROSCOPY,N/A
6P0S,X-RAY DIFFRACTION,2.7
6P0T,X-RAY DIFFRACTION,3.6
6P0U,X-RAY DIFFRACTION,3.3
6P1I,X-RAY DIFFRACTION,2.74
6P1X,X-RAY DIFFRACTION,2.55
6P1Z,X-RAY DIFFRACTION,2.099
6P20,X-RAY DIFFRACTION,1.749
6P22,X-RAY DIFFRACTION,2.29
6P23,X-RAY DIFFRACTION,1.59
6P27,X-RAY DIFFRACTION,1.59
6P2A,X-RAY DIFFRACTION,1.9
6P2C,X-RAY DIFFRACTION,1.39
6P2F,X-RAY DIFFRACTION,1.48
6P2G,X-RAY DIFFRACTION,2.99
6P2S,X-RAY DIFFRACTION,1.65
6P3E,ELECTRON MICROSCOPY,N/A
6P3R,X-RAY DIFFRACTION,3.0
6P3S,X-RAY DIFFRACTION,4.0
6P4G,ELECTRON MICROSCOPY,N/A
6P4H,ELECTRON MICROSCOPY,N/A
6P4J,ELECTRON MICROSCOPY,N/A
6P4K,ELECTRON MICROSCOPY,N/A
6P4L,ELECTRON MICROSCOPY,N/A
6P59,X-RAY DIFFRACTION,2.94
6P60,X-RAY DIFFRACTION,2.5
6P62,ELECTRON MICROSCOPY,N/A
6P65,ELECTRON MICROSCOPY,N/A
6P6P,X-RAY DIFFRACTION,2.31
6P72,X-RAY DIFFRACTION,3.3
6P7A,X-RAY DIFFRACTION,3.081
6P7B,X-RAY DIFFRACTION,3.3
6P7E,X-RAY DIFFRACTION,3.0
6P7H,X-RAY DIFFRACTION,1.78
6P7S,X-RAY DIFFRACTION,3.5
6P7Y,X-RAY DIFFRACTION,2.85
6P8D,X-RAY DIFFRACTION,2.1
6P8M,X-RAY DIFFRACTION,3.59
6P8N,X-RAY DIFFRACTION,3.2
6P91,X-RAY DIFFRACTION,3.79
6P95,X-RAY DIFFRACTION,3.5
6P9A,X-RAY DIFFRACTION,1.66
6P9B,X-RAY DIFFRACTION,1.75
6P9N,X-RAY DIFFRACTION,2.65
6P9O,ELECTRON MICROSCOPY,N/A
6P9W,ELECTRON MICROSCOPY,N/A
6PBH,X-RAY DIFFRACTION,1.89
6PCI,ELECTRON MICROSCOPY,N/A
6PD4,X-RAY DIFFRACTION,2.2
6PDL,X-RAY DIFFRACTION,2.7
6PDR,X-RAY DIFFRACTION,1.58
6PDS,X-RAY DIFFRACTION,1.9
6PDU,X-RAY DIFFRACTION,1.95
6PDX,X-RAY DIFFRACTION,3.993
6PEC,X-RAY DIFFRACTION,1.74
6PEF,X-RAY DIFFRACTION,2.0
6PGZ,X-RAY DIFFRACTION,2.0
6PJB,X-RAY DIFFRACTION,1.98
6PJC,X-RAY DIFFRACTION,1.95
6PJD,X-RAY DIFFRACTION,1.89
6PJE,X-RAY DIFFRACTION,1.92
6PJF,X-RAY DIFFRACTION,1.94
6PJG,X-RAY DIFFRACTION,1.8
6PJH,X-RAY DIFFRACTION,1.85
6PJI,X-RAY DIFFRACTION,1.9
6PJK,X-RAY DIFFRACTION,1.99
6PJL,X-RAY DIFFRACTION,1.99
6PJM,X-RAY DIFFRACTION,1.93
6PJN,X-RAY DIFFRACTION,1.98
6PJO,X-RAY DIFFRACTION,1.95
6PLK,X-RAY DIFFRACTION,2.3
6PNS,ELECTRON MICROSCOPY,N/A
6PO2,ELECTRON MICROSCOPY,N/A
6PPB,ELECTRON MICROSCOPY,N/A
6PPD,ELECTRON MICROSCOPY,N/A
6PPH,ELECTRON MICROSCOPY,N/A
6PPI,ELECTRON MICROSCOPY,N/A
6PRF,X-RAY DIFFRACTION,1.21
6PRL,X-RAY DIFFRACTION,1.87
6PSZ,ELECTRON MICROSCOPY,N/A
6PTP,X-RAY DIFFRACTION,1.85
6PU1,X-RAY DIFFRACTION,2.28
6PU8,X-RAY DIFFRACTION,1.8
6PUT,ELECTRON MICROSCOPY,N/A
6PUW,ELECTRON MICROSCOPY,N/A
6PUY,ELECTRON MICROSCOPY,N/A
6PUZ,ELECTRON MICROSCOPY,N/A
6PVR,SOLID-STATE NMR,N/A
6PW2,X-RAY DIFFRACTION,3.0
6PW6,ELECTRON MICROSCOPY,N/A
6PWU,ELECTRON MICROSCOPY,N/A
6PX4,X-RAY DIFFRACTION,1.65
6PXE,X-RAY DIFFRACTION,2.3
6PXH,X-RAY DIFFRACTION,2.3
6PYL,X-RAY DIFFRACTION,1.52
6PYQ,X-RAY DIFFRACTION,1.79
6PZ6,X-RAY DIFFRACTION,1.7
6PZ8,ELECTRON MICROSCOPY,N/A
6PZE,X-RAY DIFFRACTION,2.3
6PZF,X-RAY DIFFRACTION,2.8
6PZK,ELECTRON MICROSCOPY,N/A
6PZQ,X-RAY DIFFRACTION,2.703
6PZW,ELECTRON MICROSCOPY,N/A
6PZY,ELECTRON MICROSCOPY,N/A
6PZZ,ELECTRON MICROSCOPY,N/A
6Q04,ELECTRON MICROSCOPY,N/A
6Q05,ELECTRON MICROSCOPY,N/A
6Q06,ELECTRON MICROSCOPY,N/A
6Q07,ELECTRON MICROSCOPY,N/A
6Q0B,ELECTRON MICROSCOPY,N/A
6Q0E,X-RAY DIFFRACTION,2.15
6Q0H,X-RAY DIFFRACTION,2.75
6Q0I,X-RAY DIFFRACTION,2.702
6Q0L,X-RAY DIFFRACTION,2.5
6Q0O,X-RAY DIFFRACTION,3.0
6Q18,X-RAY DIFFRACTION,2.55
6Q1Z,X-RAY DIFFRACTION,3.446
6Q20,X-RAY DIFFRACTION,2.45
6Q23,X-RAY DIFFRACTION,3.27
6Q5U,ELECTRON MICROSCOPY,N/A
6QCC,ELECTRON MICROSCOPY,N/A
6QCS,ELECTRON MICROSCOPY,N/A
6QCT,ELECTRON MICROSCOPY,N/A
6QCV,X-RAY DIFFRACTION,3.24
6QCW,X-RAY DIFFRACTION,2.88
6QCX,X-RAY DIFFRACTION,3.08
6QD7,ELECTRON MICROSCOPY,N/A
6QD8,ELECTRON MICROSCOPY,N/A
6QFY,X-RAY DIFFRACTION,2.97
6QNW,X-RAY DIFFRACTION,3.31
6QOZ,ELECTRON MICROSCOPY,N/A
6QPF,X-RAY DIFFRACTION,3.634
6QPG,X-RAY DIFFRACTION,3.34
6QSN,X-RAY DIFFRACTION,3.004
6QVV,X-RAY DIFFRACTION,2.4
6QW0,X-RAY DIFFRACTION,1.5
6QWL,ELECTRON MICROSCOPY,N/A
6QWP,X-RAY DIFFRACTION,3.4
6QX3,ELECTRON MICROSCOPY,N/A
6QX5,X-RAY DIFFRACTION,3.6
6QX8,ELECTRON MICROSCOPY,N/A
6QXE,ELECTRON MICROSCOPY,N/A
6QXM,ELECTRON MICROSCOPY,N/A
6QYY,X-RAY DIFFRACTION,1.8
6QZU,X-RAY DIFFRACTION,2.0
6R0F,X-RAY DIFFRACTION,2.05
6R0G,X-RAY DIFFRACTION,1.7
6R0P,X-RAY DIFFRACTION,1.6
6R0T,X-RAY DIFFRACTION,1.85
6R6Q,X-RAY DIFFRACTION,2.73
6R7G,ELECTRON MICROSCOPY,N/A
6R8C,X-RAY DIFFRACTION,1.913
6R9B,ELECTRON MICROSCOPY,N/A
6R9G,ELECTRON MICROSCOPY,N/A
6RFG,X-RAY DIFFRACTION,1.897
6RFL,ELECTRON MICROSCOPY,N/A
6RIC,ELECTRON MICROSCOPY,N/A
6RID,ELECTRON MICROSCOPY,N/A
6RIE,ELECTRON MICROSCOPY,N/A
6RJ0,ELECTRON MICROSCOPY,N/A
6RJ9,ELECTRON MICROSCOPY,N/A
6RJA,ELECTRON MICROSCOPY,N/A
6RJD,ELECTRON MICROSCOPY,N/A
6RJG,ELECTRON MICROSCOPY,N/A
6RM2,X-RAY DIFFRACTION,2.5
6RNY,ELECTRON MICROSCOPY,N/A
6RR7,ELECTRON MICROSCOPY,N/A
6RRS,ELECTRON MICROSCOPY,N/A
6RRT,ELECTRON MICROSCOPY,N/A
6RTK,ELECTRON MICROSCOPY,N/A
6RVR,ELECTRON MICROSCOPY,N/A
6RVS,ELECTRON MICROSCOPY,N/A
6RWL,ELECTRON MICROSCOPY,N/A
6RWM,ELECTRON MICROSCOPY,N/A
6RWN,ELECTRON MICROSCOPY,N/A
6RWO,ELECTRON MICROSCOPY,N/A
6RYF,X-RAY DIFFRACTION,1.72
6S0Y,X-RAY DIFFRACTION,1.8
6S1U,X-RAY DIFFRACTION,1.9
6S1V,X-RAY DIFFRACTION,1.64
6S1W,X-RAY DIFFRACTION,1.98
6S6L,ELECTRON MICROSCOPY,N/A
6S8C,X-RAY DIFFRACTION,2.57
6S8D,ELECTRON MICROSCOPY,N/A
6S8I,ELECTRON MICROSCOPY,N/A
6S8J,ELECTRON MICROSCOPY,N/A
6S93,X-RAY DIFFRACTION,1.67
6S94,X-RAY DIFFRACTION,1.79
6S95,X-RAY DIFFRACTION,1.19
6S9J,X-RAY DIFFRACTION,2.698
6SCF,X-RAY DIFFRACTION,1.55
6SCL,ELECTRON MICROSCOPY,N/A
6SCO,ELECTRON MICROSCOPY,N/A
6SG8,X-RAY DIFFRACTION,2.5
6SH9,X-RAY DIFFRACTION,2.0
6SHL,ELECTRON MICROSCOPY,N/A
6SI6,X-RAY DIFFRACTION,1.98
6SJV,X-RAY DIFFRACTION,2.029
6SKK,ELECTRON MICROSCOPY,N/A
6SKM,ELECTRON MICROSCOPY,N/A
6SKN,ELECTRON MICROSCOPY,N/A
6SLQ,ELECTRON MICROSCOPY,N/A
6SLU,ELECTRON MICROSCOPY,N/A
6SMU,ELECTRON MICROSCOPY,N/A
6SNC,X-RAY DIFFRACTION,3.2
6SND,X-RAY DIFFRACTION,3.1
6SNE,X-RAY DIFFRACTION,3.9
6SS7,X-RAY DIFFRACTION,2.36
6SS8,X-RAY DIFFRACTION,2.24
6SS9,X-RAY DIFFRACTION,2.52
6SSA,X-RAY DIFFRACTION,2.0
6SUQ,X-RAY DIFFRACTION,3.7
6SW8,X-RAY DIFFRACTION,1.93
6SX0,X-RAY DIFFRACTION,1.75
6SX2,X-RAY DIFFRACTION,1.9
6SYI,X-RAY DIFFRACTION,1.6
6SZU,ELECTRON MICROSCOPY,N/A
6SZV,ELECTRON MICROSCOPY,N/A
6T0N,ELECTRON MICROSCOPY,N/A
6T0R,ELECTRON MICROSCOPY,N/A
6T0S,ELECTRON MICROSCOPY,N/A
6T0U,ELECTRON MICROSCOPY,N/A
6T0V,ELECTRON MICROSCOPY,N/A
6T0W,ELECTRON MICROSCOPY,N/A
6T1Q,X-RAY DIFFRACTION,1.3
6T2C,ELECTRON MICROSCOPY,N/A
6T2I,X-RAY DIFFRACTION,1.61
6T2X,X-RAY DIFFRACTION,1.54
6T34,ELECTRON MICROSCOPY,N/A
6T3F,X-RAY DIFFRACTION,3.2
6T3G,X-RAY DIFFRACTION,1.63
6T49,X-RAY DIFFRACTION,1.56
6T4E,X-RAY DIFFRACTION,1.66
6T4S,X-RAY DIFFRACTION,2.02
6T5A,X-RAY DIFFRACTION,1.83
6T5D,X-RAY DIFFRACTION,1.42
6T5R,X-RAY DIFFRACTION,1.78
6T61,ELECTRON MICROSCOPY,N/A
6T63,ELECTRON MICROSCOPY,N/A
6T64,ELECTRON MICROSCOPY,N/A
6T6J,X-RAY DIFFRACTION,2.0
6T6L,X-RAY DIFFRACTION,1.757
6T6W,X-RAY DIFFRACTION,1.8
6T71,X-RAY DIFFRACTION,1.52
6T82,X-RAY DIFFRACTION,1.46
6T8R,X-RAY DIFFRACTION,1.88
6T8T,X-RAY DIFFRACTION,1.68
6TAL,X-RAY DIFFRACTION,1.51
6TAW,X-RAY DIFFRACTION,1.41
6TBO,X-RAY DIFFRACTION,2.07
6TBP,X-RAY DIFFRACTION,1.56
6TC1,X-RAY DIFFRACTION,1.67
6TCF,X-RAY DIFFRACTION,1.79
6TGL,X-RAY DIFFRACTION,1.99
6THB,X-RAY DIFFRACTION,2.78
6THG,X-RAY DIFFRACTION,4.07
6TIK,ELECTRON MICROSCOPY,N/A
6TJP,X-RAY DIFFRACTION,3.74
6TJW,X-RAY DIFFRACTION,2.31
6TJY,X-RAY DIFFRACTION,2.82
6TMT,X-RAY DIFFRACTION,4.03
6TMU,X-RAY DIFFRACTION,3.54
6TMV,ELECTRON MICROSCOPY,N/A
6TMW,ELECTRON MICROSCOPY,N/A
6TMX,ELECTRON MICROSCOPY,N/A
6TNH,X-RAY DIFFRACTION,2.21
6TOU,X-RAY DIFFRACTION,2.587
6TQP,X-RAY DIFFRACTION,1.849
6TQQ,X-RAY DIFFRACTION,3.0
6TVA,X-RAY DIFFRACTION,1.74
6TVB,X-RAY DIFFRACTION,1.65
6TVC,X-RAY DIFFRACTION,1.84
6TVD,X-RAY DIFFRACTION,2.7
6TVF,X-RAY DIFFRACTION,2.6
6TVR,X-RAY DIFFRACTION,2.63
6TVS,X-RAY DIFFRACTION,1.9
6TVT,X-RAY DIFFRACTION,2.2
6TW1,ELECTRON MICROSCOPY,N/A
6TWH,X-RAY DIFFRACTION,2.68
6TWI,X-RAY DIFFRACTION,2.27
6TWQ,X-RAY DIFFRACTION,2.65
6TWS,X-RAY DIFFRACTION,2.0
6TWU,X-RAY DIFFRACTION,2.4
6TWV,X-RAY DIFFRACTION,2.55
6TWX,X-RAY DIFFRACTION,2.3
6TXO,X-RAY DIFFRACTION,2.4
6TY0,X-RAY DIFFRACTION,2.0
6TY1,X-RAY DIFFRACTION,3.2
6TYB,X-RAY DIFFRACTION,2.3
6TYS,ELECTRON MICROSCOPY,N/A
6TZB,X-RAY DIFFRACTION,2.243
6TZC,X-RAY DIFFRACTION,2.41
6U02,ELECTRON MICROSCOPY,N/A
6U0L,ELECTRON MICROSCOPY,N/A
6U0N,ELECTRON MICROSCOPY,N/A
6U1X,ELECTRON MICROSCOPY,N/A
6U28,X-RAY DIFFRACTION,2.95
6U51,X-RAY DIFFRACTION,2.52
6U52,X-RAY DIFFRACTION,1.9
6U54,X-RAY DIFFRACTION,1.6
6U55,X-RAY DIFFRACTION,1.93
6U59,ELECTRON MICROSCOPY,N/A
6U5O,ELECTRON MICROSCOPY,N/A
6U7K,ELECTRON MICROSCOPY,N/A
6U7O,X-RAY DIFFRACTION,1.33
6U7P,X-RAY DIFFRACTION,1.13
6U8D,X-RAY DIFFRACTION,1.807
6U8K,X-RAY DIFFRACTION,2.75
6U8Q,ELECTRON MICROSCOPY,N/A
6UBI,X-RAY DIFFRACTION,1.9
6UCE,X-RAY DIFFRACTION,1.38
6UCF,X-RAY DIFFRACTION,1.289
6UCT,X-RAY DIFFRACTION,3.47
6UDA,ELECTRON MICROSCOPY,N/A
6UDJ,ELECTRON MICROSCOPY,N/A
6UDK,ELECTRON MICROSCOPY,N/A
6UEB,ELECTRON MICROSCOPY,N/A
6UEN,ELECTRON MICROSCOPY,N/A
6UI6,ELECTRON MICROSCOPY,N/A
6UI7,ELECTRON MICROSCOPY,N/A
6UIG,X-RAY DIFFRACTION,3.2
6UIR,X-RAY DIFFRACTION,2.6
6UIS,X-RAY DIFFRACTION,2.748
6UIT,X-RAY DIFFRACTION,2.8
6UJV,SOLUTION NMR,N/A
6UJX,X-RAY DIFFRACTION,2.65
6UJY,X-RAY DIFFRACTION,2.59456
6UJZ,X-RAY DIFFRACTION,2.55
6UK0,X-RAY DIFFRACTION,2.75
6UL5,X-RAY DIFFRACTION,2.23
6ULC,ELECTRON MICROSCOPY,N/A
6UM3,X-RAY DIFFRACTION,2.5
6UM5,ELECTRON MICROSCOPY,N/A
6UM6,ELECTRON MICROSCOPY,N/A
6UM7,ELECTRON MICROSCOPY,N/A
6UM8,X-RAY DIFFRACTION,2.33
6UPJ,X-RAY DIFFRACTION,2.34
6UR5,X-RAY DIFFRACTION,4.0
6URH,X-RAY DIFFRACTION,2.2
6URI,X-RAY DIFFRACTION,3.0
6URM,X-RAY DIFFRACTION,2.65
6URO,ELECTRON MICROSCOPY,N/A
6URV,X-RAY DIFFRACTION,2.9
6US8,X-RAY DIFFRACTION,1.7
6US9,X-RAY DIFFRACTION,2.0
6USM,X-RAY DIFFRACTION,3.37
6USW,X-RAY DIFFRACTION,2.5
6UT1,X-RAY DIFFRACTION,2.65
6UTA,X-RAY DIFFRACTION,3.1
6UTB,X-RAY DIFFRACTION,2.5
6UTD,X-RAY DIFFRACTION,2.2
6UTE,X-RAY DIFFRACTION,2.9
6UTK,X-RAY DIFFRACTION,3.8
6UVO,X-RAY DIFFRACTION,2.9
6UWB,X-RAY DIFFRACTION,1.8
6UWC,X-RAY DIFFRACTION,1.9
6UX2,X-RAY DIFFRACTION,3.008
6UYD,X-RAY DIFFRACTION,1.897
6UYE,ELECTRON MICROSCOPY,N/A
6UYF,X-RAY DIFFRACTION,2.06
6UYG,X-RAY DIFFRACTION,3.375
6UYM,X-RAY DIFFRACTION,2.848
6UYN,X-RAY DIFFRACTION,2.85
6V0R,ELECTRON MICROSCOPY,N/A
6V2F,X-RAY DIFFRACTION,2.0
6V3K,ELECTRON MICROSCOPY,N/A
6V3V,X-RAY DIFFRACTION,2.17
6V44,X-RAY DIFFRACTION,2.2
6V46,X-RAY DIFFRACTION,2.248
6V47,X-RAY DIFFRACTION,2.8
6V48,X-RAY DIFFRACTION,3.0
6V49,X-RAY DIFFRACTION,2.5
6V4N,ELECTRON MICROSCOPY,N/A
6V4O,ELECTRON MICROSCOPY,N/A
6V4T,SOLUTION NMR,N/A
6V6W,X-RAY DIFFRACTION,6.5
6V7W,X-RAY DIFFRACTION,3.0
6V7X,X-RAY DIFFRACTION,2.9
6V85,ELECTRON MICROSCOPY,N/A
6V86,ELECTRON MICROSCOPY,N/A
6V8X,ELECTRON MICROSCOPY,N/A
6V8Z,ELECTRON MICROSCOPY,N/A
6VBO,X-RAY DIFFRACTION,1.68
6VBP,X-RAY DIFFRACTION,2.298
6VBQ,X-RAY DIFFRACTION,2.116
6VCE,X-RAY DIFFRACTION,1.18
6VDK,ELECTRON MICROSCOPY,N/A
6VG5,X-RAY DIFFRACTION,1.5
6VGY,X-RAY DIFFRACTION,2.05
6VGZ,X-RAY DIFFRACTION,2.25
6VH0,X-RAY DIFFRACTION,1.95
6VH1,X-RAY DIFFRACTION,2.3
6VH2,X-RAY DIFFRACTION,2.256
6VH3,X-RAY DIFFRACTION,2.2
6VH6,X-RAY DIFFRACTION,1.3
6VI0,ELECTRON MICROSCOPY,N/A
6VI1,X-RAY DIFFRACTION,2.4
6VJT,X-RAY DIFFRACTION,1.78
6VJV,X-RAY DIFFRACTION,1.589
6VKA,X-RAY DIFFRACTION,1.86
6VKF,X-RAY DIFFRACTION,2.52
6VKN,ELECTRON MICROSCOPY,N/A
6VKV,X-RAY DIFFRACTION,2.22
6VLH,X-RAY DIFFRACTION,2.036
6VLI,X-RAY DIFFRACTION,2.1
6VLK,X-RAY DIFFRACTION,2.45
6VLM,X-RAY DIFFRACTION,2.315
6VLR,ELECTRON MICROSCOPY,N/A
6VLW,X-RAY DIFFRACTION,3.42
6VMH,X-RAY DIFFRACTION,2.75
6VMS,ELECTRON MICROSCOPY,N/A
6VMX,X-RAY DIFFRACTION,3.1
6VMZ,X-RAY DIFFRACTION,2.2
6VN0,ELECTRON MICROSCOPY,N/A
6VN1,ELECTRON MICROSCOPY,N/A
6VO0,ELECTRON MICROSCOPY,N/A
6VO1,ELECTRON MICROSCOPY,N/A
6VO3,ELECTRON MICROSCOPY,N/A
6VOC,ELECTRON MICROSCOPY,N/A
6VOD,X-RAY DIFFRACTION,1.25
6VOE,X-RAY DIFFRACTION,1.3
6VOY,ELECTRON MICROSCOPY,N/A
6VPE,X-RAY DIFFRACTION,2.21
6VPX,ELECTRON MICROSCOPY,N/A
6VPZ,X-RAY DIFFRACTION,2.1
6VQ2,X-RAY DIFFRACTION,2.25
6VQD,X-RAY DIFFRACTION,1.85
6VQE,X-RAY DIFFRACTION,1.77
6VQY,X-RAY DIFFRACTION,2.57
6VQZ,X-RAY DIFFRACTION,2.25
6VRG,X-RAY DIFFRACTION,2.4
6VRW,ELECTRON MICROSCOPY,N/A
6VRY,X-RAY DIFFRACTION,1.4
6VSB,ELECTRON MICROSCOPY,N/A
6VSJ,ELECTRON MICROSCOPY,N/A
6VSO,X-RAY DIFFRACTION,3.0
6VTT,ELECTRON MICROSCOPY,N/A
6VTW,X-RAY DIFFRACTION,2.6
6VU2,X-RAY DIFFRACTION,2.19
6VUG,X-RAY DIFFRACTION,3.0
6VUQ,X-RAY DIFFRACTION,1.64
6VV5,ELECTRON MICROSCOPY,N/A
6VVG,X-RAY DIFFRACTION,2.01
6VW1,X-RAY DIFFRACTION,2.68
6VWS,ELECTRON MICROSCOPY,N/A
6VWW,X-RAY DIFFRACTION,2.2
6VXK,ELECTRON MICROSCOPY,N/A
6VXS,X-RAY DIFFRACTION,2.01
6VXX,ELECTRON MICROSCOPY,N/A
6VY2,ELECTRON MICROSCOPY,N/A
6VY4,X-RAY DIFFRACTION,2.0
6VY5,X-RAY DIFFRACTION,3.4
6VY6,X-RAY DIFFRACTION,2.6
6VYB,ELECTRON MICROSCOPY,N/A
6VYO,X-RAY DIFFRACTION,1.7
6VYV,ELECTRON MICROSCOPY,N/A
6VZI,X-RAY DIFFRACTION,2.7
6VZP,ELECTRON MICROSCOPY,N/A
6W01,X-RAY DIFFRACTION,1.9
6W03,X-RAY DIFFRACTION,2.37
6W09,ELECTRON MICROSCOPY,N/A
6W0K,ELECTRON MICROSCOPY,N/A
6W0T,X-RAY DIFFRACTION,1.95
6W16,X-RAY DIFFRACTION,3.1
6W1C,ELECTRON MICROSCOPY,N/A
6W2D,ELECTRON MICROSCOPY,N/A
6W2E,ELECTRON MICROSCOPY,N/A
6W2U,ELECTRON MICROSCOPY,N/A
6W41,X-RAY DIFFRACTION,3.08
6W4B,X-RAY DIFFRACTION,2.9
6W4G,X-RAY DIFFRACTION,1.95
6W4H,X-RAY DIFFRACTION,1.8
6W4M,X-RAY DIFFRACTION,3.2
6W52,X-RAY DIFFRACTION,3.74
6W5H,X-RAY DIFFRACTION,1.85
6W5J,X-RAY DIFFRACTION,1.85
6W5K,X-RAY DIFFRACTION,1.95
6W5L,X-RAY DIFFRACTION,2.1
6W61,X-RAY DIFFRACTION,2.0
6W6Q,X-RAY DIFFRACTION,2.1
6W6R,X-RAY DIFFRACTION,2.05
6W6S,X-RAY DIFFRACTION,2.29
6W6T,X-RAY DIFFRACTION,1.84
6W75,X-RAY DIFFRACTION,1.95
6W7H,X-RAY DIFFRACTION,1.95
6W81,X-RAY DIFFRACTION,1.55
6W8K,X-RAY DIFFRACTION,1.8
6W8M,X-RAY DIFFRACTION,1.75
6W8Q,X-RAY DIFFRACTION,2.34
6W8Y,X-RAY DIFFRACTION,2.1
6W8Z,X-RAY DIFFRACTION,1.9
6W91,X-RAY DIFFRACTION,2.2
6W9C,X-RAY DIFFRACTION,2.7
6WAP,SOLID-STATE NMR,N/A
6WAR,X-RAY DIFFRACTION,3.4
6WAZ,ELECTRON MICROSCOPY,N/A
6WB0,ELECTRON MICROSCOPY,N/A
6WB1,ELECTRON MICROSCOPY,N/A
6WB2,ELECTRON MICROSCOPY,N/A
6WC1,X-RAY DIFFRACTION,2.4
6WCR,X-RAY DIFFRACTION,2.68
6WCZ,ELECTRON MICROSCOPY,N/A
6WEQ,X-RAY DIFFRACTION,3.2
